fecha_convocatoria,fecha_buena_pro,fecha_suscripcion,lead_time_adjudicacion,lead_time_formalizacion,lead_time_total_proceso,red_asistencial,dpto_entrega_item,tipo_proveedor,denominacion_dci,tipo_proceso_seleccion,es_consorcio,es_uso_critico,es_uso_intrahospitalario,monto_adjudicado_soles,anio,flag_tiene_adenda
2024-06-24,2024-08-25,2024-09-15,62,21,83,red asistencial loreto,loreto,natural person,sulfadiazina 1% crema,licitacion publica,0,0,0,854338.62,2024,0
2022-04-06,2022-04-22,2022-05-06,16,14,30,red prestacional sabogal,piura,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,413834.75,2022,1
2023-12-11,2023-12-27,2024-01-07,16,11,27,red asistencial ancash,lima,natural person,sodio cloruro 0.9%,contratacion directa,0,0,1,405432.17,2023,1
2022-04-13,2022-06-23,2022-07-16,71,23,94,red prestacional almenara,loreto,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,48998.9,2022,1
2025-08-12,2025-08-29,2025-10-11,17,43,60,red asistencial arequipa,lambayeque,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,2000099.76,2025,0
2023-01-06,2023-02-13,2023-03-18,38,33,71,red prestacional lambayeque,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,1268571.28,2023,0
2022-05-02,2022-05-15,2022-05-29,13,14,27,red asistencial ancash,arequipa,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,43776.99,2022,0
2025-08-24,2025-10-22,2025-12-04,59,43,102,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,69325.94,2025,0
2023-04-26,2023-04-27,2023-05-02,1,5,6,red asistencial arequipa,piura,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,315799.79,2023,0
2022-06-12,2022-06-25,2022-07-16,13,21,34,red prestacional almenara,lima,natural person,clotrimazol 1%,adjudicacion simplificada,0,0,0,115737.68,2022,0
2023-08-14,2023-09-02,2023-09-23,19,21,40,red prestacional sabogal,lima,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,135098.87,2023,0
2023-08-18,2023-09-16,2023-10-01,29,15,44,red prestacional almenara,la libertad,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,509801.16,2023,0
2022-07-01,2022-08-05,2022-09-01,35,27,62,red prestacional almenara,lima,consortium,clotrimazol 1%,licitacion publica,1,0,0,98049.36,2022,0
2024-09-05,2024-10-21,2024-11-19,46,29,75,red prestacional rebagliati,apurimac,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,763021.9,2024,0
2024-11-13,2024-12-07,2024-12-24,24,17,41,red asistencial la libertad,cusco,consortium,meropenem 500 mg,adjudicacion simplificada,1,1,1,566010.27,2024,1
2025-07-29,2025-08-04,2025-08-18,6,14,20,red prestacional almenara,loreto,legal entity,insulina glargina 100 ui/ml,contratacion directa,0,1,1,327489.76,2025,1
2022-05-24,2022-06-16,2022-06-23,23,7,30,red prestacional lambayeque,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,95164.48,2022,0
2023-12-11,2024-01-02,2024-01-27,22,25,47,red prestacional almenara,madre de dios,legal entity,omeprazol 20 mg,subasta inversa electronica,0,0,0,118916.58,2023,0
2022-04-06,2022-05-06,2022-06-07,30,32,62,red asistencial la libertad,apurimac,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,173664.68,2022,0
2023-12-12,2023-12-29,2024-01-20,17,22,39,red asistencial loreto,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,53080.04,2023,0
2023-09-01,2023-09-02,2023-09-23,1,21,22,red asistencial ancash,loreto,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,312732.14,2023,0
2023-03-27,2023-04-26,2023-06-16,30,51,81,red prestacional sabogal,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,166072.66,2023,0
2023-07-03,2023-08-03,2023-08-18,31,15,46,red prestacional almenara,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,2322156.58,2023,1
2025-05-01,2025-05-06,2025-05-23,5,17,22,red asistencial loreto,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,165460.7,2025,0
2022-11-28,2022-12-24,2023-01-07,26,14,40,red prestacional lambayeque,lima,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,196859.85,2022,0
2023-04-02,2023-05-26,2023-07-10,54,45,99,red prestacional lambayeque,la libertad,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,857783.77,2023,0
2022-03-11,2022-05-10,2022-06-09,60,30,90,red prestacional sabogal,arequipa,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,1851492.75,2022,0
2022-05-13,2022-06-20,2022-07-27,38,37,75,red prestacional almenara,lambayeque,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,2256379.27,2022,0
2025-10-06,2025-10-17,2025-11-06,11,20,31,red prestacional rebagliati,la libertad,natural person,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,281685.07,2025,0
2023-05-17,2023-07-02,2023-08-08,46,37,83,red prestacional sabogal,arequipa,legal entity,meropenem 500 mg,licitacion publica,0,1,1,480105.76,2023,0
2023-11-10,2023-11-27,2023-12-18,17,21,38,red prestacional sabogal,lima,legal entity,insulina glargina 100 ui/ml,subasta inversa electronica,0,1,1,215719.25,2023,0
2023-07-06,2023-07-13,2023-07-28,7,15,22,red prestacional rebagliati,arequipa,legal entity,paracetamol 500 mg,adjudicacion simplificada,0,0,0,444403.12,2023,0
2024-08-08,2024-08-25,2024-09-07,17,13,30,red prestacional almenara,lima,legal entity,enoxaparina 40 mg,adjudicacion simplificada,0,0,0,241109.33,2024,0
2022-02-15,2022-04-01,2022-05-10,45,39,84,red prestacional almenara,lambayeque,natural person,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,35860.32,2022,0
2023-10-05,2023-10-26,2023-11-08,21,13,34,red asistencial madre de dios,lambayeque,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,130142.91,2023,0
2023-07-11,2023-07-29,2023-08-16,18,18,36,red asistencial la libertad,apurimac,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,356274.23,2023,0
2023-01-08,2023-03-31,2023-05-18,82,48,130,red asistencial la libertad,arequipa,natural person,enoxaparina 40 mg,licitacion publica,0,1,1,119812.22,2023,1
2023-10-03,2023-10-25,2023-11-02,22,8,30,red prestacional sabogal,lima,consortium,insulina glargina 100 ui/ml,subasta inversa electronica,1,1,1,1043895.42,2023,0
2023-06-28,2023-08-20,2023-09-13,53,24,77,red prestacional sabogal,la libertad,natural person,ceftriaxona 1 g,licitacion publica,0,1,1,3210509.61,2023,1
2023-11-30,2023-12-27,2024-01-04,27,8,35,red prestacional lambayeque,loreto,legal entity,enoxaparina 40 mg,adjudicacion simplificada,0,1,0,751794.79,2023,0
2025-02-08,2025-03-17,2025-04-17,37,31,68,red asistencial arequipa,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,58436.29,2025,0
2024-10-19,2024-12-21,2025-01-10,63,20,83,red prestacional rebagliati,apurimac,legal entity,clotrimazol 1%,licitacion publica,0,0,0,270780.08,2024,0
2023-06-27,2023-07-08,2023-08-02,11,25,36,red asistencial loreto,lambayeque,natural person,meropenem 500 mg,adjudicacion simplificada,0,1,1,572690.35,2023,1
2023-06-11,2023-07-15,2023-08-03,34,19,53,red prestacional rebagliati,apurimac,legal entity,insulina glargina 100 ui/ml,subasta inversa electronica,0,1,1,3601087.24,2023,1
2023-11-27,2023-12-20,2023-12-27,23,7,30,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,2447563.44,2023,0
2024-04-13,2024-05-03,2024-05-25,20,22,42,red prestacional sabogal,la libertad,natural person,clotrimazol 1%,adjudicacion simplificada,0,0,0,119799.54,2024,0
2023-06-10,2023-07-15,2023-08-07,35,23,58,red prestacional almenara,la libertad,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,138675.73,2023,0
2023-10-14,2023-11-04,2023-11-22,21,18,39,red asistencial loreto,lima,natural person,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,36469.77,2023,1
2024-05-02,2024-07-12,2024-08-09,71,28,99,red prestacional almenara,apurimac,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,220548.49,2024,0
2023-02-23,2023-03-19,2023-04-14,24,26,50,red prestacional rebagliati,la libertad,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,67348.95,2023,0
2023-02-03,2023-04-14,2023-06-01,70,48,118,red asistencial loreto,apurimac,legal entity,sulfadiazina 1% crema,licitacion publica,0,0,1,2028397.42,2023,1
2023-08-30,2023-10-21,2023-11-27,52,37,89,red asistencial loreto,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,484515.29,2023,1
2025-04-23,2025-07-16,2025-08-16,84,31,115,red asistencial madre de dios,piura,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,240989.18,2025,1
2023-11-14,2024-01-07,2024-02-12,54,36,90,red asistencial la libertad,lima,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,171431.56,2023,0
2024-01-23,2024-02-25,2024-04-17,33,52,85,red asistencial ancash,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,1,0,303504.18,2024,0
2024-02-15,2024-04-12,2024-06-04,57,53,110,red asistencial la libertad,loreto,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,391083.06,2024,1
2022-11-08,2022-12-02,2022-12-04,24,2,26,red asistencial ancash,lima,natural person,cicloserine 250 mg,adjudicacion simplificada,0,1,1,648446.21,2022,0
2024-05-14,2024-05-28,2024-06-12,14,15,29,red prestacional sabogal,madre de dios,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,169998.99,2024,0
2023-04-28,2023-05-24,2023-06-01,26,8,34,red asistencial loreto,piura,consortium,enoxaparina 40 mg,subasta inversa electronica,1,0,1,39857.83,2023,0
2022-07-08,2022-08-07,2022-08-25,30,18,48,red prestacional lambayeque,cusco,consortium,meropenem 500 mg,adjudicacion simplificada,1,1,1,1560105.01,2022,1
2024-05-10,2024-07-03,2024-08-17,54,45,99,red prestacional almenara,lima,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,1403072.22,2024,0
2022-07-31,2022-08-27,2022-10-20,27,54,81,red prestacional lambayeque,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,1461734.36,2022,0
2023-04-23,2023-05-07,2023-05-18,14,11,25,red prestacional rebagliati,loreto,natural person,paracetamol 500 mg,contratacion directa,0,1,0,222261.32,2023,0
2024-02-13,2024-04-27,2024-06-04,74,38,112,red prestacional sabogal,lima,consortium,meropenem 500 mg,licitacion publica,1,1,1,200563.39,2024,1
2023-05-08,2023-06-19,2023-07-23,42,34,76,red prestacional almenara,la libertad,natural person,ceftriaxona 1 g,licitacion publica,0,0,1,117176.83,2023,0
2023-12-30,2024-02-12,2024-02-29,44,17,61,red prestacional sabogal,arequipa,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,1307426.49,2023,0
2022-06-07,2022-07-04,2022-07-25,27,21,48,red prestacional almenara,piura,legal entity,cefalexina 500 mg,subasta inversa electronica,0,0,0,35518.28,2022,0
2023-09-30,2023-10-28,2023-11-15,28,18,46,red prestacional rebagliati,lambayeque,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,1,0,278030.88,2023,1
2022-11-11,2022-12-14,2023-01-14,33,31,64,red prestacional rebagliati,lima,legal entity,sulfadiazina 1% crema,subasta inversa electronica,0,0,0,363129.67,2022,0
2022-12-21,2023-01-07,2023-01-17,17,10,27,red prestacional lambayeque,lambayeque,legal entity,enoxaparina 40 mg,adjudicacion simplificada,0,1,1,334332.99,2022,0
2022-12-06,2022-12-23,2023-01-08,17,16,33,red prestacional almenara,madre de dios,legal entity,ritonavir 100 mg,contratacion directa,0,1,0,81133.23,2022,1
2024-02-14,2024-03-07,2024-04-01,22,25,47,red prestacional sabogal,madre de dios,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,22569.25,2024,0
2024-04-17,2024-05-21,2024-06-24,34,34,68,red prestacional almenara,apurimac,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,72849.72,2024,0
2025-08-07,2025-10-31,2025-12-17,85,47,132,red asistencial ancash,loreto,natural person,enoxaparina 40 mg,licitacion publica,0,1,0,1995765.89,2025,1
2023-11-14,2023-11-25,2023-12-08,11,13,24,red asistencial la libertad,la libertad,consortium,dextrometorfano 15mg/5ml,contratacion directa,1,0,0,106122.56,2023,1
2022-11-11,2022-12-12,2022-12-30,31,18,49,red prestacional rebagliati,lambayeque,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,485643.2,2022,0
2024-06-25,2024-07-19,2024-08-01,24,13,37,red asistencial la libertad,lambayeque,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,584065.47,2024,0
2023-08-16,2023-09-10,2023-09-25,25,15,40,red prestacional rebagliati,loreto,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,1425432.2,2023,0
2025-07-10,2025-07-25,2025-08-12,15,18,33,red prestacional almenara,lima,natural person,clotrimazol 1%,adjudicacion simplificada,0,0,0,1650663.51,2025,0
2023-06-09,2023-06-24,2023-07-22,15,28,43,red prestacional almenara,lima,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,301803.0,2023,0
2023-09-24,2023-10-19,2023-10-27,25,8,33,red prestacional sabogal,apurimac,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,1405552.85,2023,0
2022-12-24,2023-01-21,2023-02-10,28,20,48,red prestacional lambayeque,loreto,natural person,insulina glargina 100 ui/ml,adjudicacion simplificada,0,0,1,178433.17,2022,0
2024-11-21,2025-01-19,2025-02-14,59,26,85,red prestacional rebagliati,ancash,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,858776.76,2024,0
2024-07-08,2024-07-19,2024-07-29,11,10,21,red prestacional lambayeque,lambayeque,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,303469.19,2024,0
2022-06-24,2022-07-09,2022-07-20,15,11,26,red prestacional sabogal,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,371888.07,2022,0
2024-10-16,2024-11-03,2024-11-09,18,6,24,red prestacional rebagliati,lima,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,144943.54,2024,0
2022-12-23,2023-02-20,2023-03-14,59,22,81,red prestacional rebagliati,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,239038.51,2022,0
2022-05-25,2022-06-08,2022-06-18,14,10,24,red prestacional rebagliati,loreto,natural person,hipromelosa 0.3%,subasta inversa electronica,0,0,0,9193.31,2022,0
2022-08-20,2022-09-24,2022-10-06,35,12,47,red asistencial loreto,ancash,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,4858760.11,2022,1
2022-12-26,2023-01-24,2023-02-07,29,14,43,red prestacional sabogal,lima,natural person,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,1,1859684.97,2022,1
2023-07-23,2023-08-15,2023-08-28,23,13,36,red prestacional almenara,piura,consortium,sodio cloruro 0.9%,adjudicacion simplificada,1,0,1,81131.41,2023,0
2023-08-01,2023-08-28,2023-09-06,27,9,36,red asistencial arequipa,lambayeque,legal entity,omeprazol 20 mg,adjudicacion simplificada,0,0,0,103893.58,2023,0
2023-02-09,2023-02-22,2023-03-01,13,7,20,red prestacional lambayeque,apurimac,legal entity,ritonavir 100 mg,contratacion directa,0,1,1,4854628.96,2023,1
2022-10-02,2022-12-04,2023-01-01,63,28,91,red asistencial arequipa,lima,consortium,meropenem 500 mg,licitacion publica,1,1,1,146631.66,2022,0
2023-11-19,2023-12-17,2024-01-08,28,22,50,red prestacional almenara,arequipa,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,214802.05,2023,0
2022-03-23,2022-06-02,2022-07-20,71,48,119,red prestacional almenara,la libertad,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,204859.64,2022,1
2023-06-30,2023-08-01,2023-08-16,32,15,47,red asistencial loreto,loreto,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,627359.18,2023,0
2023-11-16,2024-01-05,2024-02-01,50,27,77,red prestacional almenara,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,1016863.79,2023,0
2023-03-24,2023-04-29,2023-05-06,36,7,43,red prestacional rebagliati,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,2795579.69,2023,0
2023-10-30,2023-11-25,2023-12-08,26,13,39,red prestacional rebagliati,loreto,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,846222.09,2023,0
2023-09-19,2023-10-03,2023-10-10,14,7,21,red prestacional almenara,lima,natural person,hipromelosa 0.3%,contratacion directa,0,0,0,521440.81,2023,1
2024-09-28,2024-11-09,2024-12-06,42,27,69,red prestacional sabogal,lima,natural person,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,1920595.11,2024,0
2024-07-18,2024-09-11,2024-10-10,55,29,84,red prestacional lambayeque,madre de dios,natural person,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,229608.21,2024,1
2023-08-28,2023-10-01,2023-11-08,34,38,72,red asistencial ancash,la libertad,natural person,ritonavir 100 mg,licitacion publica,0,1,0,837415.51,2023,0
2024-06-28,2024-07-16,2024-07-25,18,9,27,red prestacional sabogal,lima,natural person,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,1482956.49,2024,0
2023-06-20,2023-07-09,2023-07-22,19,13,32,red asistencial loreto,lima,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,463888.76,2023,0
2022-10-22,2022-12-25,2023-01-30,64,36,100,red prestacional lambayeque,la libertad,consortium,meropenem 500 mg,licitacion publica,1,1,1,2692490.78,2022,1
2024-06-25,2024-08-18,2024-10-02,54,45,99,red prestacional rebagliati,cusco,natural person,clotrimazol 1%,licitacion publica,0,0,0,456969.94,2024,0
2023-08-25,2023-09-21,2023-09-28,27,7,34,red prestacional lambayeque,piura,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,302206.56,2023,0
2022-05-18,2022-06-05,2022-06-24,18,19,37,red prestacional almenara,loreto,consortium,sulfadiazina 1% crema,adjudicacion simplificada,1,0,0,88061.19,2022,0
2025-11-23,2025-12-22,2026-01-13,29,22,51,red asistencial ancash,lambayeque,natural person,cefalexina 500 mg,subasta inversa electronica,0,0,0,598338.62,2025,0
2024-12-31,2025-03-02,2025-03-28,61,26,87,red prestacional sabogal,lambayeque,consortium,piperacilina/tazobactan 4g+500mg,licitacion publica,1,1,1,119848.47,2024,0
2023-11-07,2024-01-26,2024-03-06,80,40,120,red prestacional rebagliati,lima,consortium,piperacilina/tazobactan 4g+500mg,licitacion publica,1,1,1,418940.14,2023,1
2024-05-08,2024-06-14,2024-08-03,37,50,87,red asistencial arequipa,arequipa,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,45912.38,2024,0
2023-02-18,2023-04-05,2023-04-30,46,25,71,red prestacional almenara,lima,legal entity,sulfadiazina 1% crema,licitacion publica,0,0,0,132392.69,2023,0
2024-06-12,2024-09-01,2024-10-12,81,41,122,red asistencial ancash,lima,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,0,1,50283.32,2024,1
2022-10-04,2022-10-26,2022-11-19,22,24,46,red prestacional rebagliati,lambayeque,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,162580.67,2022,0
2023-10-20,2023-11-16,2023-12-12,27,26,53,red prestacional sabogal,lambayeque,consortium,hipromelosa 0.3%,subasta inversa electronica,1,0,0,355132.39,2023,0
2023-04-26,2023-05-14,2023-05-25,18,11,29,red prestacional sabogal,lima,consortium,cicloserine 250 mg,adjudicacion simplificada,1,1,1,339579.9,2023,0
2023-01-24,2023-03-03,2023-03-24,38,21,59,red asistencial ancash,la libertad,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,188117.38,2023,0
2022-11-07,2022-12-24,2023-02-05,47,43,90,red prestacional rebagliati,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,397451.14,2022,0
2023-01-25,2023-03-22,2023-04-15,56,24,80,red asistencial ancash,arequipa,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,273577.72,2023,0
2024-05-06,2024-05-28,2024-06-02,22,5,27,red prestacional rebagliati,ancash,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,50191.71,2024,0
2023-08-22,2023-11-08,2023-12-07,78,29,107,red prestacional sabogal,ancash,consortium,cefalexina 500 mg,licitacion publica,1,0,0,110115.31,2023,0
2023-07-28,2023-10-08,2023-11-04,72,27,99,red asistencial loreto,apurimac,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,426485.98,2023,1
2025-04-03,2025-04-21,2025-05-11,18,20,38,red prestacional almenara,loreto,legal entity,insulina glargina 100 ui/ml,subasta inversa electronica,0,1,0,29294.24,2025,0
